@RELATION credit

@ATTRIBUTE person_age NUMERIC
@ATTRIBUTE person_income NUMERIC
@ATTRIBUTE person_home_ownership {RENT,OWN,MORTGAGE,OTHER}
@ATTRIBUTE person_emp_length NUMERIC
@ATTRIBUTE loan_grade {A,B,C,D,E,F,G}

@DATA
25,52526,RENT,9,B
22,46610,RENT,6,B
24,48000,RENT,5,A
23,24000,OWN,0,A
25,55000,RENT,2,C
25,55344,RENT,2,B
23,24000,MORTGAGE,5,B
24,56000,RENT,2,C
21,50000,RENT,2,D
25,58000,RENT,6,C
21,52240,RENT,5,E
26,53000,RENT,2,E
22,60000,RENT,3,D
22,60000,RENT,0,B
25,61500,RENT,1,C
26,24000,MORTGAGE,10,A
22,62000,RENT,0,C
23,24000,MORTGAGE,1,B
24,24000,OWN,2,A
22,63000,RENT,0,B
23,63000,RENT,1,B
23,63000,RENT,2,C
25,65000,RENT,8,A
25,65000,RENT,9,C
24,59000,RENT,1,D
25,65000,RENT,8,C
26,59000,RENT,2,E
26,60000,RENT,2,D
25,66000,RENT,9,B
21,68000,RENT,4,B
24,70000,RENT,1,B
25,54400,RENT,10,E
25,70200,RENT,9,E
25,65000,RENT,3,D
26,71820,RENT,10,B
24,66000,RENT,2,D
24,72000,RENT,4,A
24,24000,OWN,3,C
23,73500,RENT,7,A
25,24000,MORTGAGE,0,D
23,75000,RENT,7,C
25,24000,MORTGAGE,2,D
23,75576,RENT,7,B
21,24000,OWN,2,B
26,78000,RENT,6,C
21,80000,RENT,6,A
23,80000,RENT,5,A
22,80000,RENT,1,B
26,80171,RENT,3,C
23,81000,RENT,7,C
23,24000,MORTGAGE,1,D
23,82000,RENT,7,A
23,76500,RENT,3,B
24,24000,MORTGAGE,4,D
26,24000,MORTGAGE,5,C
22,82570,RENT,6,C
26,24000,MORTGAGE,1,B
25,84000,RENT,5,B
22,24000,MORTGAGE,6,A
25,85000,RENT,0,B
26,86000,RENT,10,A
23,87000,RENT,2,B
23,88000,RENT,1,C
23,90000,RENT,4,B
24,95000,RENT,3,A
26,95000,RENT,9,D
24,102000,RENT,8,C
24,110000,RENT,4,B
23,87550,RENT,7,A
26,116004,RENT,6,B
24,121000,RENT,8,F
22,125000,RENT,3,C
25,24000,OWN,4,B
22,144500,RENT,5,C
24,155000,RENT,8,B
22,24000,OWN,6,B
21,75000,RENT,3,C
26,130000,RENT,2,A
25,24000,OWN,0,A
23,62050,RENT,1,E
23,24000,OWN,1,B
22,48000,RENT,0,C
22,65000,RENT,6,B
26,24000,MORTGAGE,5,B
24,24000,MORTGAGE,3,C
22,24000,MORTGAGE,2,D
23,45000,RENT,1,A
25,59256,RENT,4,C
22,65500,RENT,4,B
24,70000,RENT,1,B
24,71480,RENT,8,F
21,24000,MORTGAGE,2,B
23,24091,MORTGAGE,5,C
24,72250,RENT,5,E
25,32400,RENT,1,D
23,36000,RENT,2,C
21,37232,RENT,3,B
21,24300,OWN,3,B
21,24396,MORTGAGE,2,D
24,40800,RENT,6,B
22,24449,OWN,2,B
24,24468,OWN,4,B
25,44000,RENT,6,B
23,47500,RENT,5,C
22,49176,RENT,7,C
23,49270,RENT,7,C
23,53352,RENT,3,A
24,54996,RENT,7,E
24,58000,RENT,5,C
23,59000,RENT,1,B
26,60000,RENT,10,A
26,75000,RENT,4,A
22,24900,MORTGAGE,1,C
25,95950,RENT,2,B
21,24960,MORTGAGE,0,C
23,40000,RENT,2,B
21,45408,RENT,3,B
23,24996,MORTGAGE,4,B
22,58000,RENT,0,A
24,82000,RENT,7,B
24,96000,RENT,1,B
24,133000,RENT,5,B
24,95000,RENT,8,D
23,35000,RENT,6,B
26,29400,RENT,1,C
21,24996,OWN,3,D
22,40000,RENT,1,B
22,41400,RENT,2,C
22,42000,RENT,5,A
24,43275,RENT,4,C
24,45792,RENT,3,B
23,47000,RENT,8,B
25,49896,RENT,7,E
24,50000,RENT,3,C
23,24996,OWN,1,D
23,24996,OWN,1,B
23,51000,RENT,7,A
24,45000,RENT,4,D
25,52000,RENT,9,C
21,24996,OWN,5,C
23,52000,RENT,3,B
24,52500,RENT,3,B
23,54660,RENT,6,B
26,25000,OWN,0,C
24,55782,RENT,3,A
23,53000,RENT,8,B
22,25000,OWN,1,C
23,60000,RENT,3,B
25,60000,RENT,3,A
23,25000,OWN,4,C
25,62000,RENT,3,A
26,65000,RENT,0,C
23,70000,RENT,1,B
25,72000,RENT,4,A
24,75000,RENT,0,B
24,75000,RENT,8,B
23,78000,RENT,5,B
21,25000,MORTGAGE,2,B
23,85500,RENT,1,C
22,89004,RENT,7,A
26,66300,RENT,0,D
23,90000,RENT,7,B
26,95000,RENT,10,B
22,96000,RENT,6,B
25,114000,RENT,3,B
26,175000,RENT,2,B
21,49000,RENT,2,D
24,72000,RENT,0,A
26,25000,MORTGAGE,10,A
23,25000,OWN,5,A
22,34819,RENT,2,B
22,50000,RENT,1,B
22,25000,MORTGAGE,4,A
24,55000,RENT,8,B
22,60000,RENT,2,C
24,60000,RENT,8,A
23,60000,RENT,0,C
26,54000,RENT,3,D
22,25000,MORTGAGE,0,B
22,66000,RENT,6,C
22,58650,RENT,6,D
24,74000,RENT,1,D
26,97000,RENT,11,B
26,97000,RENT,4,A
23,103000,RENT,4,C
24,125000,RENT,8,B
25,25000,OWN,5,C
23,36000,RENT,2,D
22,44500,RENT,1,B
26,45000,RENT,10,C
23,46272,RENT,7,B
24,25000,MORTGAGE,1,B
26,42000,RENT,0,D
22,50496,RENT,6,C
23,54000,RENT,7,C
24,54000,RENT,0,G
23,54996,RENT,4,B
25,59160,RENT,0,E
26,70000,RENT,9,C
25,98400,RENT,4,D
22,40428,RENT,4,B
26,47000,RENT,0,A
23,47000,RENT,5,B
22,48000,RENT,6,A
25,25000,OWN,2,A
25,56000,RENT,0,D
25,57504,RENT,2,A
24,25000,MORTGAGE,3,A
26,25000,OWN,7,A
25,25000,OWN,3,A
26,83300,RENT,2,D
24,45000,RENT,1,C
24,61000,RENT,3,B
22,27600,RENT,2,B
26,47000,RENT,5,B
21,25000,MORTGAGE,6,A
22,54000,RENT,3,B
25,39000,RENT,1,E
23,30000,RENT,1,C
22,33000,RENT,1,B
26,35000,RENT,2,A
26,25000,MORTGAGE,0,D
24,35000,RENT,2,B
24,35500,RENT,3,A
23,25000,MORTGAGE,0,C
21,25000,MORTGAGE,4,C
22,36900,RENT,5,A
25,38000,RENT,8,C
25,39000,RENT,6,D
24,39996,RENT,1,B
22,25000,OWN,1,B
25,25000,OWN,1,C
25,40000,RENT,3,B
23,40000,RENT,3,C
22,40000,RENT,1,B
21,40000,RENT,0,B
22,34000,RENT,0,D
21,41900,RENT,2,C
24,42494,RENT,7,B
23,25000,MORTGAGE,4,A
22,25000,OWN,1,A
24,42856,RENT,8,A
25,43000,RENT,3,B
25,25000,OWN,7,B
24,25000,MORTGAGE,3,A
23,44000,RENT,7,A
24,44000,RENT,8,A
26,25000,MORTGAGE,1,C
24,25000,MORTGAGE,1,A
22,38400,RENT,4,C
24,25000,MORTGAGE,2,A
24,39000,RENT,2,E
22,45000,RENT,6,B
21,25000,OWN,0,B
24,39000,RENT,2,C
24,25040,MORTGAGE,1,A
22,25062,OWN,4,D
23,25100,OWN,7,D
26,25104,OWN,0,D
23,39000,RENT,1,B
25,39000,RENT,9,D
22,25200,MORTGAGE,2,A
23,48000,RENT,2,B
22,42000,RENT,0,D
25,50000,RENT,3,D
24,25200,OWN,1,C
23,25200,MORTGAGE,4,A
24,50000,RENT,6,C
25,25200,OWN,5,D
24,50000,RENT,8,B
22,44000,RENT,1,E
24,51000,RENT,8,C
23,45000,RENT,7,E
21,52000,RENT,5,D
22,53000,RENT,2,A
24,54000,RENT,6,A
22,25200,MORTGAGE,7,C
25,49000,RENT,2,C
22,55000,RENT,6,C
21,55000,RENT,5,A
21,25200,MORTGAGE,0,C
22,25200,MORTGAGE,1,C
25,58000,RENT,9,A
25,52000,RENT,9,C
23,25200,OWN,3,B
22,25200,MORTGAGE,0,B
22,52500,RENT,1,B
26,60000,RENT,10,A
24,54000,RENT,0,D
26,54000,RENT,2,D
24,25344,MORTGAGE,5,D
22,61000,RENT,3,C
23,62000,RENT,7,A
23,25480,MORTGAGE,7,B
23,25500,MORTGAGE,2,C
22,25500,MORTGAGE,0,A
22,57175,RENT,6,F
26,25500,MORTGAGE,8,C
22,57336,RENT,6,D
25,25568,MORTGAGE,7,C
23,64000,RENT,2,B
24,58575,RENT,2,F
22,64800,RENT,1,B
21,65000,RENT,5,B
24,25632,MORTGAGE,4,B
22,65000,RENT,6,A
22,25788,OWN,2,B
22,65000,RENT,6,A
24,59000,RENT,2,E
23,65000,RENT,7,D
22,25920,MORTGAGE,7,B
22,65000,RENT,6,C
22,59000,RENT,4,E
25,66000,RENT,6,B
22,25992,OTHER,6,B
23,60996,RENT,0,E
23,62500,RENT,4,D
23,63000,RENT,0,D
25,26000,MORTGAGE,3,B
20,64000,RENT,3,D
24,72000,RENT,8,C
26,74000,RENT,4,D
24,74337,RENT,8,B
26,74999,RENT,4,D
26,26000,MORTGAGE,7,B
26,26000,MORTGAGE,4,B
26,75000,RENT,1,B
23,26000,MORTGAGE,3,B
26,75000,RENT,2,C
23,26000,MORTGAGE,7,A
24,69000,RENT,2,B
21,20000,RENT,2,C
25,26000,OWN,4,A
23,26000,OWN,7,B
22,26000,MORTGAGE,4,B
21,26000,OWN,5,A
25,23712,RENT,9,B
24,24000,RENT,1,E
23,26000,MORTGAGE,0,E
21,24000,RENT,0,B
22,24000,RENT,3,C
21,24960,RENT,0,C
26,25000,RENT,1,C
22,25000,RENT,3,D
26,26000,OWN,0,E
21,26000,MORTGAGE,5,D
24,26000,MORTGAGE,8,A
22,28000,RENT,0,D
25,28000,RENT,6,A
22,26000,MORTGAGE,2,A
22,28000,RENT,6,B
24,28000,RENT,8,B
23,28600,RENT,7,A
22,29000,RENT,4,A
22,26000,MORTGAGE,6,C
26,29000,RENT,2,A
24,30000,RENT,0,A
21,30000,RENT,0,B
23,30000,RENT,4,A
23,26000,MORTGAGE,2,E
21,30000,RENT,0,A
22,26000,MORTGAGE,3,B
26,30000,RENT,2,A
25,26004,MORTGAGE,3,B
22,26004,MORTGAGE,1,A
25,30035,RENT,9,C
26,26004,MORTGAGE,5,B
22,26004,MORTGAGE,4,A
25,33000,RENT,0,A
21,33388,RENT,3,B
22,26004,MORTGAGE,6,A
21,26004,OWN,5,A
26,26004,MORTGAGE,2,B
23,33600,RENT,2,B
25,33600,RENT,5,B
23,34000,RENT,0,A
23,34800,RENT,1,B
25,34800,RENT,0,C
22,35000,RENT,4,C
25,35000,RENT,9,B
26,29000,RENT,1,C
24,35100,RENT,8,C
22,35100,RENT,0,C
24,26400,MORTGAGE,0,A
23,36000,RENT,3,B
22,36000,RENT,4,B
22,36000,RENT,1,A
25,26400,MORTGAGE,1,A
22,36000,RENT,1,A
23,31000,RENT,1,D
25,32000,RENT,2,E
26,38000,RENT,6,C
24,32000,RENT,2,C
23,38400,RENT,6,B
22,26400,MORTGAGE,4,A
21,38400,RENT,5,C
25,33600,RENT,0,D
24,39996,RENT,2,A
22,40000,RENT,3,A
23,40000,RENT,2,A
24,40000,RENT,1,B
22,26400,MORTGAGE,4,B
25,26400,MORTGAGE,5,C
23,40000,RENT,3,B
24,40000,RENT,4,A
21,34500,RENT,4,E
22,40800,RENT,6,A
22,42000,RENT,3,B
24,42000,RENT,2,C
23,43000,RENT,7,A
25,26400,MORTGAGE,1,B
21,45000,RENT,5,A
24,45000,RENT,5,A
23,45000,RENT,0,C
25,40800,RENT,4,D
22,48000,RENT,0,A
21,42000,RENT,5,D
25,49000,RENT,3,A
21,50000,RENT,5,C
26,26400,MORTGAGE,10,C
22,26400,MORTGAGE,2,B
26,50400,RENT,1,A
23,51000,RENT,0,A
26,54000,RENT,10,B
22,56000,RENT,6,B
22,58000,RENT,6,B
26,64000,RENT,4,B
21,26400,OWN,2,A
23,69000,RENT,0,A
24,70399,RENT,0,A
22,72000,RENT,3,A
25,26453,MORTGAGE,6,B
23,75000,RENT,0,C
24,87000,RENT,0,C
21,26500,MORTGAGE,3,D
26,96000,RENT,0,B
23,38000,RENT,0,A
23,26500,OWN,6,A
23,14400,RENT,0,B
25,35000,RENT,4,A
23,77000,RENT,3,B
24,9960,RENT,4,A
24,26650,MORTGAGE,6,B
23,11000,RENT,4,A
21,26784,MORTGAGE,4,A
24,13000,RENT,1,B
22,14400,RENT,0,B
22,26796,MORTGAGE,6,A
24,14400,RENT,0,A
21,14400,RENT,2,A
23,15600,RENT,0,D
22,26886,OWN,6,C
21,16200,RENT,3,A
25,16800,RENT,4,B
24,18000,RENT,0,B
21,27000,MORTGAGE,3,C
23,20400,RENT,4,D
23,27000,OWN,4,B
23,27000,OWN,4,A
23,20400,RENT,2,A
22,21600,RENT,0,A
22,27000,OWN,1,B
23,27000,MORTGAGE,0,D
23,26400,RENT,3,C
22,27600,RENT,5,C
22,28000,RENT,0,B
22,27000,OWN,3,B
21,30000,RENT,2,B
26,27000,MORTGAGE,4,A
22,27000,OWN,0,B
26,30000,RENT,2,B
22,31200,RENT,2,B
23,31500,RENT,7,B
24,32400,RENT,0,C
23,27000,MORTGAGE,4,B
22,27000,OWN,3,A
23,33000,RENT,3,A
21,34000,RENT,5,B
26,34000,RENT,0,B
22,34560,RENT,2,E
22,29004,RENT,0,D
26,27000,MORTGAGE,2,D
23,36000,RENT,7,C
24,36000,RENT,5,B
23,36000,RENT,0,B
21,40000,RENT,5,D
22,34000,RENT,0,D
25,40000,RENT,5,A
25,43000,RENT,9,A
25,43200,RENT,4,B
24,27000,MORTGAGE,7,B
24,27000,OWN,9,A
22,44664,RENT,5,C
23,39000,RENT,2,D
25,48000,RENT,4,C
22,27000,MORTGAGE,1,B
22,27000,MORTGAGE,2,B
25,55000,RENT,3,B
23,58000,RENT,4,C
23,58700,RENT,8,B
24,27000,MORTGAGE,1,B
25,60000,RENT,0,A
23,60000,RENT,7,B
22,100000,RENT,3,A
24,9600,RENT,3,C
26,41000,RENT,1,A
24,45000,RENT,5,C
26,50000,RENT,10,A
22,54000,RENT,4,C
25,27048,OTHER,9,D
24,64000,RENT,8,C
25,89000,RENT,4,B
25,24000,RENT,0,C
24,26000,RENT,2,C
24,44400,RENT,0,B
26,27138,MORTGAGE,10,B
25,51500,RENT,5,C
21,23004,RENT,5,B
25,42000,RENT,0,A
22,69600,RENT,6,C
24,10000,RENT,0,B
22,27302,MORTGAGE,6,B
23,14650,RENT,0,D
23,27350,MORTGAGE,5,B
24,27360,MORTGAGE,5,A
24,27442,MORTGAGE,8,B
25,27500,MORTGAGE,4,A
24,30000,RENT,4,D
25,30000,RENT,4,C
23,27500,MORTGAGE,7,B
22,33000,RENT,1,C
26,40000,RENT,1,A
26,40044,RENT,1,B
21,27568,OTHER,0,D
26,35652,RENT,5,B
26,45000,RENT,4,B
24,27600,MORTGAGE,1,C
26,27600,OWN,2,B
24,27600,OWN,8,A
23,42000,RENT,7,B
25,27600,MORTGAGE,1,A
22,27600,MORTGAGE,6,A
24,27600,MORTGAGE,5,D
24,125000,RENT,1,C
21,10000,RENT,4,A
24,21600,RENT,0,A
23,30000,RENT,1,D
24,47000,RENT,0,B
23,27600,MORTGAGE,4,A
26,55560,RENT,5,C
22,101000,RENT,0,A
24,27000,RENT,1,D
22,27040,RENT,0,C
25,27996,RENT,0,B
23,28000,RENT,7,C
24,27600,OWN,2,D
22,28500,RENT,1,B
22,27600,OWN,0,A
23,27600,MORTGAGE,0,C
24,28596,RENT,5,B
23,28800,RENT,0,A
23,30000,RENT,1,A
21,30000,RENT,0,A
25,27800,OWN,4,A
24,30000,RENT,2,C
25,30000,RENT,0,E
26,30000,RENT,0,D
21,30000,RENT,0,C
23,31000,RENT,1,A
26,27983,MORTGAGE,7,A
25,31200,RENT,9,B
25,31500,RENT,2,B
25,32000,RENT,2,A
23,27996,OWN,1,D
25,32000,RENT,1,A
24,32000,RENT,1,C
24,32304,RENT,8,B
25,33000,RENT,5,B
22,27996,OWN,5,A
23,27996,OWN,1,C
23,27996,OWN,2,B
22,27996,MORTGAGE,4,D
22,27996,MORTGAGE,4,B
26,33600,RENT,6,F
23,33996,RENT,1,A
25,34942,RENT,7,B
21,35000,RENT,3,A
25,35000,RENT,1,B
23,35000,RENT,6,B
21,27996,MORTGAGE,5,A
24,35000,RENT,9,A
23,29004,RENT,7,D
24,36000,RENT,2,C
24,36000,RENT,5,B
22,28000,OWN,1,A
21,36000,RENT,0,B
24,30996,RENT,0,D
22,38000,RENT,2,C
25,28000,MORTGAGE,4,A
23,28000,MORTGAGE,7,D
23,28000,MORTGAGE,5,A
23,38000,RENT,4,A
23,28000,OWN,6,B
24,39000,RENT,8,D
25,33996,RENT,8,E
23,40000,RENT,7,C
21,28000,MORTGAGE,2,C
22,28000,MORTGAGE,6,B
24,34000,RENT,3,A
21,40000,RENT,5,B
23,40000,RENT,0,C
22,34980,RENT,3,C
26,28000,MORTGAGE,8,A
23,28000,MORTGAGE,2,B
21,41004,RENT,5,B
21,42000,RENT,5,A
22,36000,RENT,0,C
23,42000,RENT,3,B
25,42769,RENT,3,A
23,28000,MORTGAGE,5,A
23,44400,RENT,0,B
22,28000,MORTGAGE,5,A
24,39000,RENT,3,A
23,28000,MORTGAGE,4,D
23,45000,RENT,0,A
26,45000,RENT,3,B
25,48000,RENT,2,B
26,42000,RENT,1,D
22,42500,RENT,0,E
24,48720,RENT,2,C
24,50000,RENT,1,C
24,50400,RENT,8,A
25,50500,RENT,0,B
24,51600,RENT,4,C
26,51996,RENT,10,C
25,28000,OWN,4,B
22,28000,MORTGAGE,1,B
21,52000,RENT,5,B
24,54000,RENT,8,C
25,28000,MORTGAGE,3,A
26,28000,OWN,5,D
23,54000,RENT,7,B
25,28000,MORTGAGE,9,A
26,54000,RENT,1,C
24,28000,OTHER,0,B
26,55400,RENT,1,C
25,57000,RENT,9,C
21,51000,RENT,0,D
22,57160,RENT,2,B
24,57996,RENT,2,B
22,58000,RENT,6,A
22,60000,RENT,6,C
25,63000,RENT,0,B
25,63128,RENT,4,A
22,71000,RENT,6,A
24,69764,RENT,2,D
25,28176,OWN,3,B
23,28296,MORTGAGE,4,B
26,96000,RENT,4,D
23,155004,RENT,4,C
23,10008,RENT,4,B
24,28440,MORTGAGE,4,B
21,12000,RENT,3,B
24,14400,RENT,0,D
24,15120,RENT,4,A
21,15360,RENT,0,B
22,21600,RENT,6,D
24,28500,OWN,4,D
23,22800,RENT,0,C
22,20000,RENT,7,A
21,28500,OWN,0,C
22,28500,MORTGAGE,1,A
23,24960,RENT,3,B
23,28800,RENT,1,D
23,46300,RENT,0,A
24,60000,RENT,0,A
21,28596,MORTGAGE,3,A
23,17688,RENT,0,B
23,18600,RENT,2,B
23,28644,MORTGAGE,2,B
23,45000,RENT,2,C
21,28692,MORTGAGE,5,B
21,9600,RENT,0,A
21,28776,MORTGAGE,4,A
26,28800,OWN,8,A
26,9840,RENT,5,B
22,28800,OWN,6,A
22,10000,RENT,4,C
23,10000,RENT,1,D
26,28800,MORTGAGE,2,A
25,10008,RENT,4,A
23,17000,RENT,0,B
26,22000,RENT,2,B
23,22800,RENT,3,D
26,96000,RENT,2,A
23,22800,RENT,5,A
21,40000,RENT,0,A
23,45000,RENT,0,C
24,28800,MORTGAGE,8,A
24,14400,RENT,3,A
23,28800,MORTGAGE,6,B
24,28800,MORTGAGE,6,A
24,28800,MORTGAGE,1,B
21,18000,RENT,5,A
23,28800,MORTGAGE,4,A
26,18000,RENT,1,C
22,18000,RENT,1,B
24,28800,OWN,4,A
22,28800,MORTGAGE,0,B
22,28800,MORTGAGE,2,A
24,21000,RENT,2,B
21,28800,MORTGAGE,0,A
22,28800,OWN,2,D
26,22584,RENT,4,A
23,28800,MORTGAGE,0,A
24,24000,RENT,0,B
23,25000,RENT,2,B
25,28800,MORTGAGE,4,A
22,28800,OWN,2,A
25,28000,RENT,0,B
22,45000,RENT,4,D
25,45000,RENT,2,C
23,28800,OWN,2,B
23,28800,MORTGAGE,7,B
26,45000,RENT,5,D
24,28800,OWN,8,B
22,45336,RENT,6,D
23,48000,RENT,4,B
21,48000,RENT,1,C
23,50960,RENT,7,D
21,28800,MORTGAGE,2,C
22,57000,RENT,0,C
22,58000,RENT,3,B
22,71004,RENT,6,B
22,73000,RENT,1,C
26,75000,RENT,1,B
24,75000,RENT,5,A
24,28800,MORTGAGE,5,C
21,14400,RENT,2,D
22,28800,MORTGAGE,4,B
25,19200,RENT,0,C
25,28800,MORTGAGE,9,B
24,35000,RENT,4,A
21,13200,RENT,2,A
24,14400,RENT,1,C
26,19392,RENT,7,C
22,26500,RENT,3,A
24,32000,RENT,5,C
23,30000,RENT,0,B
25,42000,RENT,4,A
23,16800,RENT,0,B
22,28880,MORTGAGE,4,A
24,31200,RENT,3,C
24,28900,MORTGAGE,2,C
24,28932,MORTGAGE,4,C
24,10000,RENT,2,B
23,28989,MORTGAGE,0,A
23,12000,RENT,0,A
25,12000,RENT,2,B
21,14000,RENT,0,A
23,29000,MORTGAGE,5,A
24,14400,RENT,4,B
26,14400,RENT,1,D
21,29000,MORTGAGE,0,B
26,14400,RENT,4,B
21,14400,RENT,0,A
26,14400,RENT,4,A
26,29000,MORTGAGE,10,A
26,14400,RENT,2,D
25,15000,RENT,0,A
21,15600,RENT,0,A
24,15915,RENT,0,D
25,15996,RENT,1,C
24,17616,RENT,4,B
25,18000,RENT,4,A
23,18000,RENT,2,C
21,18000,RENT,1,A
26,18000,RENT,2,D
22,19176,RENT,3,C
24,29000,MORTGAGE,1,B
24,19200,RENT,2,C
23,19200,RENT,2,B
26,19200,RENT,3,A
22,19728,RENT,5,A
21,20000,RENT,0,A
26,20004,RENT,2,A
23,29004,MORTGAGE,2,B
22,29004,MORTGAGE,3,B
22,29004,MORTGAGE,6,A
22,21000,RENT,0,C
23,29004,OWN,1,C
21,21600,RENT,0,B
22,21600,RENT,1,D
23,22000,RENT,1,C
22,22000,RENT,0,A
23,22004,RENT,8,B
21,23040,RENT,3,C
22,23587,RENT,4,B
24,24000,RENT,8,B
24,24000,RENT,4,B
25,24000,RENT,4,D
21,24000,RENT,1,E
23,29120,OWN,0,A
23,24000,RENT,0,C
22,29124,MORTGAGE,0,E
25,24000,RENT,0,B
23,24000,RENT,0,C
22,24000,RENT,1,C
22,29184,OWN,4,A
24,29200,MORTGAGE,6,A
24,29232,MORTGAGE,1,B
21,24000,RENT,5,B
25,29328,MORTGAGE,9,A
24,24000,RENT,1,D
24,24000,RENT,0,E
22,24432,RENT,0,B
22,24702,RENT,4,C
24,25000,RENT,6,A
25,25000,RENT,4,B
24,25200,RENT,8,D
21,25500,RENT,6,C
22,29553,OWN,2,A
25,26000,RENT,7,C
21,29664,MORTGAGE,5,C
23,29666,OTHER,1,A
23,26496,RENT,1,C
23,27600,RENT,2,C
22,28800,RENT,3,A
26,30000,RENT,2,B
25,30000,RENT,0,B
21,30000,RENT,5,C
23,29952,MORTGAGE,1,D
24,30000,RENT,2,A
24,30000,RENT,5,G
22,29996,MORTGAGE,3,C
23,82000,RENT,7,D
22,70550,RENT,6,D
25,95000,RENT,4,B
23,95000,RENT,6,B
23,95000,RENT,7,D
25,30000,MORTGAGE,9,A
25,30000,MORTGAGE,4,C
22,30000,OWN,3,C
23,83600,RENT,7,A
25,96000,RENT,2,B
26,84000,RENT,7,D
25,96000,RENT,5,B
25,97440,RENT,9,A
23,99000,RENT,7,A
26,100000,RENT,5,C
21,30000,MORTGAGE,0,A
24,100000,RENT,4,A
26,100000,RENT,5,A
24,88000,RENT,2,B
25,30000,MORTGAGE,5,B
26,100000,RENT,0,C
24,100000,RENT,1,B
24,100896,RENT,7,D
24,102000,RENT,8,C
23,30000,OWN,1,A
24,105000,RENT,8,B
23,105504,RENT,5,E
21,30000,MORTGAGE,0,B
25,108820,RENT,4,B
24,109000,RENT,3,B
23,110000,RENT,7,B
24,98000,RENT,2,E
22,111000,RENT,1,B
24,118300,RENT,1,C
25,120000,RENT,2,A
24,120000,RENT,5,A
23,121000,RENT,7,B
24,122000,RENT,4,B
25,125000,RENT,0,A
23,30000,MORTGAGE,7,A
25,30000,MORTGAGE,2,B
23,125000,RENT,7,C
26,118000,RENT,1,D
24,123000,RENT,8,D
22,140000,RENT,4,C
22,30000,MORTGAGE,3,C
23,30000,MORTGAGE,3,E
21,30000,MORTGAGE,0,A
26,156000,RENT,2,B
24,148000,RENT,0,E
24,200004,RENT,5,B
26,210000,RENT,4,C
26,30000,MORTGAGE,10,A
25,165000,RENT,3,A
22,33996,RENT,1,D
24,55000,RENT,4,B
22,58900,RENT,2,C
21,30000,MORTGAGE,5,A
25,31500,RENT,8,A
25,28800,RENT,6,A
23,30000,MORTGAGE,4,A
23,30000,MORTGAGE,8,A
23,30000,MORTGAGE,2,A
25,30000,RENT,2,B
26,30000,RENT,9,B
25,30000,RENT,4,C
24,30000,RENT,0,A
24,30972,RENT,1,D
24,31200,RENT,3,C
24,30000,MORTGAGE,8,B
24,32000,RENT,2,B
23,32000,RENT,5,D
26,32000,RENT,5,B
22,32000,RENT,2,B
24,32640,RENT,5,B
23,30000,MORTGAGE,0,B
23,33000,RENT,1,A
21,33000,RENT,0,C
22,33000,RENT,1,A
24,40000,RENT,2,B
24,40000,RENT,5,B
21,40000,RENT,2,C
22,50400,RENT,3,B
25,50450,RENT,3,B
24,53000,RENT,3,B
24,53117,RENT,1,C
23,55000,RENT,2,A
25,30000,OWN,9,D
24,56496,RENT,5,A
25,57000,RENT,8,B
26,57450,RENT,4,C
25,58020,RENT,9,A
23,60000,RENT,4,C
22,60000,RENT,6,B
22,54000,RENT,7,F
21,30000,OWN,5,A
26,61000,RENT,1,A
24,62000,RENT,4,C
22,62000,RENT,4,C
26,62400,RENT,3,B
25,30000,MORTGAGE,4,D
24,57996,RENT,8,D
22,65000,RENT,3,C
26,65000,RENT,3,A
26,67000,RENT,6,C
23,70000,RENT,4,A
23,30000,MORTGAGE,2,B
22,30000,MORTGAGE,2,B
26,70000,RENT,3,C
22,30000,MORTGAGE,6,B
24,70000,RENT,0,B
22,70028,RENT,7,B
24,75000,RENT,2,B
22,75000,RENT,6,C
23,30000,OWN,4,A
23,75000,RENT,3,A
24,76248,RENT,8,B
21,30000,MORTGAGE,6,A
26,30000,MORTGAGE,5,B
22,30000,MORTGAGE,5,C
22,30000,MORTGAGE,2,B
23,80000,RENT,1,B
25,80000,RENT,9,B
23,80004,RENT,0,A
25,89100,RENT,9,C
23,90000,RENT,0,A
21,99996,RENT,5,C
23,100000,RENT,4,B
25,101424,RENT,6,A
26,108000,RENT,5,D
23,30000,MORTGAGE,3,A
22,30000,OWN,4,B
25,130000,RENT,3,A
22,25000,RENT,1,B
23,30000,MORTGAGE,6,C
23,10000,RENT,1,B
23,12000,RENT,0,A
22,14400,RENT,0,D
24,15000,RENT,0,C
22,21600,RENT,3,B
22,30000,OWN,4,A
25,23000,RENT,0,C
22,24000,RENT,0,B
22,30000,MORTGAGE,6,A
23,33600,RENT,0,B
22,34560,RENT,1,E
25,30000,MORTGAGE,4,A
22,40000,RENT,0,A
25,44400,RENT,4,D
22,30000,OWN,6,A
23,45000,RENT,0,B
22,52800,RENT,1,A
22,60000,RENT,5,C
22,60000,RENT,5,C
25,30000,OWN,9,A
24,54000,RENT,8,E
22,30000,MORTGAGE,0,A
25,80000,RENT,9,A
23,87000,RENT,4,C
24,79050,RENT,2,B
26,110000,RENT,0,A
23,30000,MORTGAGE,6,A
26,43000,RENT,4,A
22,17772,RENT,0,A
26,57600,RENT,10,D
22,28800,RENT,2,A
21,30000,MORTGAGE,5,B
21,30000,RENT,3,B
24,30000,RENT,2,A
24,30000,MORTGAGE,4,A
